Locality,Period,Date,Gite number,Gite number,Positivity,Gite type,Exposition,Vegetation,gps: 30 p,gps: utm,gps: altitude,Gite permeter,Distance from home,Gite nature ,Gite productivity,Water movement,Turbidity gite,Depth,Debris,Predator,Other spinless,Study arm,Treatment number,Deep number,L1-Anopheles spp.,L2-Anopheles spp.,L3-Anopheles spp.,L4-Anopheles spp.,L1-Culex spp.,L2-Culex spp.,L3-Culex spp.,L4-Culex spp.,L1-Aedes spp.,L2-Aedes spp.,L3-Aedes spp.,L4-Aedes spp.,Nymphe,Total.anopheles,Total.culex,Total.aedes,An. L1L2,An. L3L4,Cx.L1L2,Cx.L3L4,Ae.L1L2,Ae.L3L4,dAn. L1L2,dAn. L3L4,dCx.L1L2,dCx.L3L4,dAe.L1L2,dAe.L3L4,dTotal.anopheles,dTotal.culex,dTotal.aedes,dnymph
Kakologo,sun season,16/03/2019,kamars001,1,water,reflew shower ,sunny,no grassy,215480,1022592,335,< 1 m,< 100 m,permanent,positive,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN + Bti,trt00,5,0,0,0,0,28,33,17,22,0,0,0,0,11,0,100,0,100,0,0,61,39,0,0,0,0,12.2,7.8,0,0,0,20,0
Kakologo,sun season,16/03/2019,kamars002,2,water,village pump,sunny,no grassy,215530,1022636,337,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars003,3,water,jar ,sunny,no grassy,215444,1022721,248,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars004,4,water,reflew shower ,sunny,no grassy,215371,1022729,344,< 1 m,< 100 m,permanent,negative,stagnant,opaque,"< 0,5 m",organic matter,absent,dipterea,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars005,5,water,jar ,sunny,no grassy,215356,1022542,343,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars006,6,water,reflew shower ,sunny,no grassy,215404,1022469,341,< 1 m,< 100 m,permanent,negative,stagnant,opaque,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars007,7,water,village pump,sunny,no grassy,215451,1022520,339,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars008,8,water,jar ,sunny,no grassy,215460,1022365,336,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars009,9,water,jar ,sunny,no grassy,215487,1022625,341,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars010,10,water,reflew shower ,sunny,no grassy,215500,1022809,347,< 1 m,< 100 m,permanent,negative,stagnant,opaque,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars011,11,water,reflew shower ,sunny,no grassy,215404,1022665,342,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,dipterea,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,16/03/2019,kamars012,12,water,pool,sunny,grassy,215935,1022651,321,1-10 m,? 500 m,permanent,positive,stagnant,tubid,?1 m,organic matter,amphibian,beetles,LLIN + Bti,trt00,10,35,54,73,123,0,0,0,0,0,0,0,0,46,285,0,0,285,89,196,0,0,0,0,8.9,19.6,0,0,0,1.96,28.5,0,0
Kakologo,sun season,16/03/2019,kamars013,13,water,footprint,sunny,no grassy,215921,1022557,319,< 1 m,100-500 m,temporary,positive,stagnant,opaque,"< 0,5 m",organic matter,absent,heteropterea,LLIN + Bti,trt00,5,25,27,61,34,0,0,0,0,0,0,0,0,19,147,0,0,147,52,95,0,0,0,0,10.4,19,0,0,0,3.8,29.4,0,0
Kakologo,sun season,16/03/2019,kamars014,14,water,footprint,sunny,no grassy,215856,1022585,325,< 1 m,100-500 m,temporary,positive,stagnant,muddy,"< 0,5 m",organic matter,absent,heteropterea,LLIN + Bti,trt00,5,0,0,0,0,23,11,23,13,0,0,0,0,17,0,70,0,70,0,0,34,36,0,0,0,0,6.8,7.2,0,0,0,14,0
Kakologo,sun season,16/03/2019,kamars015,15,water,footprint,sunny,no grassy,215875,1022579,321,< 1 m,? 500 m,temporary,positive,stagnant,muddy,"< 0,5 m",organic matter,amphibian,absent,LLIN + Bti,trt00,5,17,8,45,76,0,0,0,0,0,0,0,0,13,146,0,0,146,25,121,0,0,0,0,5,24.2,0,0,0,4.84,29.2,0,0
Kakologo,sun season,16/03/2019,kamars016,16,water,pool,sunny,grassy,215953,1022446,315,? 10 m,? 500 m,permanent,positive,stagnant,transparente,"< 0,5 m",organic matter,amphibian,mollusk,LLIN + Bti,trt00,20,32,17,26,19,0,0,0,0,0,0,0,0,29,94,0,0,94,49,45,0,0,0,0,2.45,2.25,0,0,0,0.1125,4.7,0,0
Nambatiourkaha,sun season,18/03/2019,namars001,1,water,pond,shady,tree,222091,1029488,293,1-10 m,? 500 m,permanent,positive,stagnant,tubid,"< 0,5 m",organic matter,fish,mollusk,LLIN + Bti,trt00,10,9,6,37,12,0,0,0,0,0,0,0,0,6,64,0,0,64,15,49,0,0,0,0,1.5,4.9,0,0,0,0.49,6.4,0,0
Nambatiourkaha,sun season,18/03/2019,namars007,7,water,pond,shady,tree,222147,1029469,322,1-10 m,100-500 m,permanent,positive,stagnant,tubid,"< 0,5 m",organic matter,fish,mollusk,LLIN + Bti,trt00,10,15,13,9,13,15,12,5,7,0,0,0,0,10,50,39,0,89,28,22,27,12,0,0,2.8,2.2,2.7,1.2,0,0.22,5,3.9,0
Nambatiourkaha,sun season,18/03/2019,namars010,10,water,village pump,sunny,no grassy,222846,1030121,324,< 1 m,< 100 m,permanent,positive,stagnant,tubid,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,8,4,10,17,0,0,0,0,0,0,0,0,7,39,0,0,39,12,27,0,0,0,0,2.4,5.4,0,0,0,1.08,7.8,0,0
Nambatiourkaha,sun season,18/03/2019,namars011,11,water,village pump,sunny,no grassy,222819,1030066,321,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nambatiourkaha,sun season,18/03/2019,namars012,12,water,jar ,sunny,no grassy,222815,1030963,322,< 1 m,< 100 m,permanent,positive,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,0,0,0,0,13,6,10,16,11,7,12,16,6,0,45,46,91,0,0,19,26,18,28,0,0,3.8,5.2,3.6,0,0,9,9.2
Nambatiourkaha,sun season,18/03/2019,namars013,13,water,reflew shower ,sunny,no grassy,222654,1029948,320,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nambatiourkaha,sun season,18/03/2019,namars014,14,water,reflew shower ,sunny,no grassy,222674,1029875,316,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nambatiourkaha,sun season,18/03/2019,namars015,15,water,reflew shower ,sunny,no grassy,222648,1029854,347,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nambatiourkaha,sun season,18/03/2019,namars016,16,water,reflew shower ,sunny,no grassy,222647,1029719,325,< 1 m,< 100 m,permanent,positive,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN + Bti,trt00,5,0,0,0,0,16,20,6,13,0,0,0,0,26,0,55,0,55,0,0,36,19,0,0,0,0,7.2,3.8,0,0,0,11,0
Nambatiourkaha,sun season,18/03/2019,namars017,17,water,jar ,sunny,no grassy,222815,1030963,322,< 1 m,< 100 m,permanent,positive,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolekaha,sun season,19/03/2019,komars001,1,water,reflew shower ,sunny,no grassy,222563,1027738,339,< 1 m,< 100 m,permanent,negative,stagnant,muddy,"< 0,5 m",organic matter,amphibian,dipterea,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolekaha,sun season,19/03/2019,komars002,2,water,reflew shower ,sunny,no grassy,222814,1027761,330,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolekaha,sun season,19/03/2019,komars003,3,water,reflew shower ,sunny,no grassy,222900,1027375,362,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolekaha,sun season,19/03/2019,komars004,4,water,reflew shower ,sunny,no grassy,222750,1027563,329,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolekaha,sun season,19/03/2019,komars005,5,water,village pump,sunny,no grassy,222772,1027625,332,< 1 m,< 100 m,permanent,positive,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN,trt00,5,8,23,17,14,0,0,0,0,0,0,0,0,9,62,0,0,62,31,31,0,0,0,0,6.2,6.2,0,0,0,1.24,12.4,0,0
Kolekaha,sun season,19/03/2019,komars006,6,water,reflew shower ,sunny,no grassy,222808,1027654,331,< 1 m,< 100 m,permanent,positive,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN,trt00,5,0,0,0,0,13,7,17,11,0,0,0,0,14,0,48,0,48,0,0,20,28,0,0,0,0,4,5.6,0,0,0,9.6,0
Kolekaha,sun season,19/03/2019,komars007,7,water,reflew shower ,sunny,no grassy,222765,1027706,340,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolekaha,sun season,19/03/2019,komars011,11,water,footprint,sunny,no grassy,223386,1027799,311,< 1 m,? 500 m,temporary,positive,stagnant,tubid,"< 0,5 m",organic matter,amphibian,annelid,LLIN,trt00,5,19,13,29,15,0,0,0,0,0,0,0,0,13,76,0,0,76,32,44,0,0,0,0,6.4,8.8,0,0,0,1.76,15.2,0,0
Kolekaha,sun season,19/03/2019,komars013,13,water,pond,sunny,tree,223446,1027840,318,? 10 m,? 500 m,permanent,positive,stagnant,transparente,"0,5-1 m",organic matter,amphibian,mollusk,LLIN,trt00,20,32,47,15,26,0,0,0,0,0,0,0,0,21,120,0,0,120,79,41,0,0,0,0,3.95,2.05,0,0,0,0.1025,6,0,0
Kolekaha,sun season,19/03/2019,komars015,15,water,footprint,sunny,no grassy,223472,1027875,326,< 1 m,? 500 m,temporary,positive,stagnant,muddy,"< 0,5 m",organic matter,amphibian,annelid,LLIN,trt00,5,0,0,0,0,8,12,23,14,0,0,0,0,5,0,57,0,57,0,0,20,37,0,0,0,0,4,7.4,0,0,0,11.4,0
Kolekaha,sun season,19/03/2019,komars016,16,water,puddle,sunny,no grassy,223491,1027893,324,1-10 m,? 500 m,temporary,positive,stagnant,transparente,"< 0,5 m",organic matter,amphibian,mollusk,LLIN,trt00,10,17,13,23,14,23,5,11,8,0,0,0,0,21,67,47,0,114,30,37,28,19,0,0,3,3.7,2.8,1.9,0,0.37,6.7,4.7,0
Kolekaha,sun season,19/03/2019,komars017,17,water,footprint,sunny,no grassy,223472,1027875,326,< 1 m,? 500 m,temporary,positive,stagnant,muddy,"< 0,5 m",organic matter,absent,absent,LLIN,trt00,5,11,17,16,24,0,0,0,0,0,0,0,0,11,68,0,0,68,28,40,0,0,0,0,5.6,8,0,0,0,1.6,13.6,0,0
Kolekaha,sun season,19/03/2019,komars018,18,water,pond,sunny,tree,223507,1027910,320,? 10 m,? 500 m,permanent,positive,stagnant,tubid,"0,5-1 m",organic matter,amphibian,mollusk,LLIN,trt00,20,47,24,26,11,15,7,15,12,0,0,0,0,9,108,49,0,157,71,37,22,27,0,0,3.55,1.85,1.1,1.35,0,0.0925,5.4,2.45,0
Lofinekaha,sun season,17/03/2019,lomars001,1,water,reflew shower ,sunny,no grassy,213618,1028186,335,< 1 m,< 100 m,permanent,negative,stagnant,muddy,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lofinekaha,sun season,17/03/2019,lomars002,2,water,village pump,sunny,no grassy,213608,1028151,329,1-10 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,annelid,LLIN,trt00,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lofinekaha,sun season,17/03/2019,lomars003,3,water,village pump,sunny,no grassy,213857,1028238,334,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,annelid,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lofinekaha,sun season,17/03/2019,lomars004,4,water,reflew shower ,sunny,no grassy,213909,1028090,337,< 1 m,< 100 m,permanent,negative,stagnant,opaque,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lofinekaha,sun season,17/03/2019,lomars005,5,water,reflew shower ,sunny,no grassy,213637,1028171,346,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lofinekaha,sun season,17/03/2019,lomars006,6,water,reflew shower ,sunny,no grassy,213385,1028191,326,< 1 m,< 100 m,permanent,negative,stagnant,muddy,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lofinekaha,sun season,17/03/2019,lomars007,7,water,reflew shower ,sunny,no grassy,213569,1028235,345,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN,trt00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lofinekaha,sun season,17/03/2019,lomars008,8,water,reflew shower ,sunny,no grassy,214007,1028325,332,< 1 m,< 100 m,permanent,positive,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN,trt00,5,0,0,0,0,28,47,53,34,0,0,0,0,10,0,162,0,162,0,0,75,87,0,0,0,0,15,17.4,0,0,0,32.4,0
Kakologo,sun season,21/04/2019,kaavrilk001,1,water,reflew shower ,sunny,no grassy,215480,1022592,335,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk002,2,water,village pump,sunny,no grassy,215530,1022636,337,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk003,3,water,jar ,sunny,no grassy,215444,1022721,248,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk004,4,water,reflew shower ,sunny,no grassy,215371,1022729,344,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,dipterea,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk005,5,water,jar ,sunny,no grassy,215356,1022542,343,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",absent,absent,others,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk006,6,water,reflew shower ,sunny,no grassy,215404,1022469,341,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk007,7,water,village pump,sunny,no grassy,215451,1022520,339,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk008,8,water,jar ,sunny,no grassy,215460,1022365,336,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,absent,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk009,9,water,jar ,sunny,no grassy,215487,1022625,341,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,amphibian,absent,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk010,10,water,reflew shower ,sunny,no grassy,215500,1022809,347,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,amphibian,others,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk011,11,water,reflew shower ,sunny,no grassy,215404,1022665,342,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,amphibian,dipterea,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavril012,12,water,pool,sunny,grassy,215935,1022651,321,1-10 m,? 500 m,permanent,negative,stagnant,tubid,?1 m,organic matter,amphibian,mollusk,LLIN + Bti,trt02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavril013,13,water,pool,sunny,grassy,214151,1024139,315,1-10 m,100-500 m,permanent,negative,stagnant,tubid,?1 m,organic matter,fish,mollusk,LLIN + Bti,trt02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavril014,14,water,pool,sunny,grassy,215856,1022585,325,1-10 m,100-500 m,permanent,negative,stagnant,tubid,"0,5-1 m",organic matter,amphibian,beetles,LLIN + Bti,trt02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk015,15,water,puddle,sunny,no grassy,215875,1022579,321,< 1 m,100-500 m,temporary,negative,stagnant,tubid,"< 0,5 m",organic matter,aquatic insect,annelid,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavril016,16,water,pool,sunny,grassy,215953,1022446,315,1-10 m,100-500 m,permanent,negative,stagnant,tubid,"0,5-1 m",organic matter,aquatic insect,beetles,LLIN + Bti,trt02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk017,17,water,footprint,sunny,no grassy,215978,1022381,317,< 1 m,100-500 m,temporary,positive,stagnant,tubid,"< 0,5 m",organic matter,aquatic insect,annelid,LLIN + Bti,trt02,5,6,9,5,2,0,0,0,0,0,0,0,0,0,22,0,0,22,15,7,0,0,0,0,3,1.4,0,0,0,0.28,4.4,0,0
Kakologo,sun season,21/04/2019,kaavrilk018,18,water,footprint,sunny,no grassy,215982,1022295,320,< 1 m,100-500 m,temporary,positive,stagnant,tubid,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt02,5,15,28,1,3,4,8,3,12,0,0,0,0,4,47,27,0,74,43,4,12,15,0,0,8.6,0.8,2.4,3,0,0.16,9.4,5.4,0
Kakologo,sun season,21/04/2019,kaavrilk019,19,water,footprint,sunny,no grassy,216059,1022132,317,< 1 m,? 500 m,temporary,positive,stagnant,tubid,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt02,5,28,14,5,2,7,11,9,14,0,0,0,0,6,49,41,0,90,42,7,18,23,0,0,8.4,1.4,3.6,4.6,0,0.28,9.8,8.2,0
Kakologo,sun season,21/04/2019,kaavril020,20,water,pool,sunny,grassy,216061,1022158,315,1-10 m,? 500 m,permanent,negative,stagnant,tubid,"0,5-1 m",organic matter,amphibian,mollusk,LLIN + Bti,trt02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk021,21,water,footprint,sunny,no grassy,216044,1022180,314,< 1 m,? 500 m,temporary,negative,stagnant,muddy,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk022,22,water,footprint,sunny,no grassy,216017,1022259,312,< 1 m,100-500 m,temporary,negative,stagnant,muddy,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavrilk023,23,water,footprint,sunny,no grassy,216013,1022202,316,< 1 m,? 500 m,temporary,negative,stagnant,muddy,"< 0,5 m",organic matter,absent,heteropterea,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakologo,sun season,21/04/2019,kaavril024,24,water,pool,sunny,grassy,214110,1024161,305,1-10 m,100-500 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,amphibian,mollusk,LLIN + Bti,trt02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nambatiourkaha,rain season,21/04/2019,naavril001,1,water,pond,shady,tree,222091,1029488,293,1-10 m,? 500 m,permanent,negative,stagnant,tubid,?1 m,organic matter,fish,annelid,LLIN + Bti,trt02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nambatiourkaha,rain season,21/04/2019,naavril002,2,water,pond,shady,tree,222147,1029469,322,1-10 m,100-500 m,permanent,positive,stagnant,tubid,?1 m,organic matter,fish,beetles,LLIN + Bti,trt02,10,0,0,0,0,8,13,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
Nambatiourkaha,sun season,21/04/2019,naavril003,3,water,reflew shower ,sunny,no grassy,222900,1027375,362,< 1 m,< 100 m,permanent,negative,stagnant,tubid,"< 0,5 m",organic matter,absent,others,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nambatiourkaha,rain season,21/04/2019,naavril004,4,water,village pump,sunny,no grassy,222819,1030066,321,< 1 m,< 100 m,permanent,negative,stagnant,transparente,"< 0,5 m",organic matter,absent,annelid,LLIN + Bti,trt02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
