"","timestep","V2","V3","V4"
"1",1,0.42280164460348,0.408898901717826,0.434674063800277
"2",2,0.422777353841595,0.409346846846847,0.433444259567388
"3",3,0.422283486667201,0.409015025041736,0.434613244296049
"4",4,0.421986020142868,0.40749084764855,0.436282693377852
"5",5,0.422288097789256,0.410982168129069,0.43483053182695
"6",6,0.421662664624285,0.410157328181065,0.434132581100141
"7",7,0.42122686507752,0.409166666666667,0.434891485809683
"8",8,0.421022267807866,0.408668730650155,0.435180055401662
"9",9,0.42055856897406,0.406963788300836,0.434389140271493
"10",10,0.420204200899296,0.407687991021324,0.433175882189497
"11",11,0.419937192501175,0.407376126126126,0.432898027229786
"12",12,0.419569640113905,0.407251264755481,0.432844087510385
"13",13,0.419481246102877,0.405829596412556,0.433576233183857
"14",14,0.419449487988488,0.403867713004484,0.4325
"15",15,0.41937162052204,0.406135660005629,0.432245575221239
"16",16,0.419872845461779,0.405829596412556,0.434421693414499
"17",17,0.420173304473282,0.407448893867264,0.432604483808469
"18",18,0.420377103391448,0.407025369389462,0.433042007330138
"19",19,0.420841329287007,0.408450704225352,0.435177539223782
"20",20,0.421296497055572,0.407178911946158,0.435676576826896
"21",21,0.421448417259262,0.405882352941176,0.436804008908686
"22",22,0.421925428851525,0.408403361344538,0.436054611312343
"23",23,0.421860398391962,0.409803921568627,0.436253252385082
"24",24,0.422128760773927,0.409918744746428,0.436545404054429
"25",25,0.422175958823545,0.407210732252655,0.436056338028169
"26",26,0.422616900107265,0.409051599884693,0.436583990980834
"27",27,0.422293653394887,0.407479765559587,0.43728323699422
"28",28,0.422499876007982,0.406040268456376,0.436368699526594
"29",29,0.423252625877655,0.408399098083427,0.43741248949874
"30",30,0.422855306866261,0.406888826659199,0.439856867602532
"31",31,0.423329849814804,0.409918744746428,0.438051837083452
"32",32,0.422946853004668,0.40835201793722,0.437358916478555
"33",33,0.422534893761108,0.407627118644068,0.436635619531471
"34",34,0.42316516854601,0.408265847528623,0.436733556298774
"35",35,0.423007248877963,0.408442829186469,0.438371762026758
"36",36,0.422877729580821,0.406784412671713,0.441218331910048
"37",37,0.422756262811621,0.405926754263349,0.439789123196448
"38",38,0.422778745427216,0.408658008658009,0.441976679622432
"39",39,0.422557816373226,0.407470288624788,0.438176638176638
"40",40,0.42270111034043,0.408060453400504,0.440155512357678
"41",41,0.422749580477081,0.40565509518477,0.441880341880342
"42",42,0.422308352768908,0.407200669829752,0.440277777777778
"43",43,0.422402751990652,0.405314685314685,0.437343706585163
"44",44,0.422240034530252,0.406506364922206,0.437552155771905
"45",45,0.4220788781861,0.405825791855204,0.438893593000282
"46",46,0.422142451013784,0.405049088359046,0.439478067740144
"47",47,0.42169327801471,0.404923599320883,0.437358916478555
"48",48,0.42135861484955,0.404921700223714,0.438401775804661
"49",49,0.421306560613191,0.404655075715087,0.439334085778781
"50",50,0.421039610826263,0.404935501962984,0.439051918735892
"51",51,0.421483157873593,0.405723905723906,0.440180586907449
"52",52,0.420603845403296,0.402972518227706,0.437919463087248
"53",53,0.420913878186267,0.40418410041841,0.439078545656397
"54",54,0.420562900573257,0.404314934155226,0.439334085778781
"55",55,0.4206790795652,0.402286032896571,0.439322410441544
"56",56,0.420681184220776,0.402750491159136,0.440869319785493
"57",57,0.420438582202883,0.402075935536739,0.439367816091954
"58",58,0.420266686287367,0.402976691940466,0.43709541232761
"59",59,0.420030449264747,0.401227678571429,0.438626126126126
"60",60,0.419912679739392,0.402337228714524,0.439281641961231
"61",61,0.420454902636164,0.402569007925663,0.441002534497325
"62",62,0.419839151693577,0.399251583189407,0.440405748098056
"63",63,0.420325609012868,0.400230348401958,0.439907993099482
"64",64,0.420447789097887,0.398707502107334,0.439684329199549
"65",65,0.420549625662,0.400451849759955,0.439933259176863
"66",66,0.420675255680398,0.399665551839465,0.442543484459652
"67",67,0.420633393244779,0.399219403401171,0.444538288288288
"68",68,0.420585671590138,0.400334541399498,0.442125765164162
"69",69,0.420987271213519,0.400511654349062,0.443671766342142
"70",70,0.421346401205477,0.400669642857143,0.444815123714206
"71",71,0.421045557812189,0.399222654081066,0.442581011938601
"72",72,0.421515293102279,0.399310542947429,0.444413563090606
"73",73,0.421602722005513,0.399887986558387,0.444815123714206
"74",74,0.421818744725793,0.4,0.443372126028953
"75",75,0.421720450148033,0.399489651261695,0.443428571428571
"76",76,0.422221531089342,0.400958016342632,0.443374858437146
"77",77,0.422324770743935,0.400225797346881,0.44518456841521
"78",78,0.422752727426703,0.39746835443038,0.445199660152931
"79",79,0.422995550942747,0.398082886946716,0.446742209631728
"80",80,0.423758395263683,0.400225479143179,0.447916666666667
"81",81,0.424009641809738,0.398987056837366,0.449510489510489
"82",82,0.424423516692634,0.399500277623542,0.449425287356322
"83",83,0.424722769969581,0.401443642420877,0.449815183394939
"84",84,0.425370024372565,0.401672433679354,0.45193401592719
"85",85,0.426657296748991,0.401721265963354,0.451263537906137
"86",86,0.427111294208809,0.401858631371445,0.451146983857264
"87",87,0.427580865787961,0.403884041654939,0.451996601529312
"88",88,0.428317894281784,0.404022988505747,0.454545454545455
"89",89,0.428980709903089,0.401555123576784,0.4538766270515
"90",90,0.429536580213997,0.404107688037746,0.455049944506104
"91",91,0.430820023406827,0.405466328543252,0.455041654696926
"92",92,0.431430886476662,0.406223717409588,0.456703910614525
"93",93,0.431954199878967,0.404385234526783,0.457627118644068
"94",94,0.432407093391117,0.404225352112676,0.457366508247134
"95",95,0.433503382721839,0.405527354765933,0.459062676453981
"96",96,0.434081699674509,0.406646015206984,0.460039536853996
"97",97,0.434851213861074,0.407397029980387,0.461406025824964
"98",98,0.435725043357484,0.408796165773893,0.463428410053657
"99",99,0.436819346356052,0.408232308993516,0.465371621621622
"100",100,0.437434870248181,0.407056798623064,0.464164785553047
"101",101,0.438469581012247,0.408391608391608,0.466834592779177
"102",102,0.439255113956764,0.41006993006993,0.467660292463442
"103",103,0.439642106245942,0.40710459543276,0.465057535784451
"104",104,0.440078405151286,0.408098793796669,0.468706146505754
"105",105,0.440355261297695,0.409587888982338,0.470969560315671
"106",106,0.44054504669592,0.411021814006889,0.47031076581576
"107",107,0.440288165388682,0.408797982628187,0.470571669952126
"108",108,0.439917986989186,0.407511210762332,0.470655926352129
"109",109,0.439369303820282,0.408186150827026,0.468951952795729
"110",110,0.439292504055173,0.406155537235504,0.468969390620612
"111",111,0.438913099179238,0.409290819131391,0.468917018284107
"112",112,0.438306002177668,0.406223717409588,0.466685330347144
"113",113,0.438070564038653,0.409565695437053,0.466044142614601
